"","PD","SR","cellid"
"11558",214.4669065753,1,"11558"
"11559",214.4669065753,1,"11559"
"11560",214.4669065753,1,"11560"
"11561",214.4669065753,1,"11561"
"11562",214.4669065753,1,"11562"
"11563",214.4669065753,1,"11563"
"11564",214.4669065753,1,"11564"
"11565",214.4669065753,1,"11565"
"11566",214.4669065753,1,"11566"
"11567",214.4669065753,1,"11567"
"11568",214.4669065753,1,"11568"
"11569",214.4669065753,1,"11569"
"11570",214.4669065753,1,"11570"
"11571",214.4669065753,1,"11571"
"11572",214.4669065753,1,"11572"
"11573",1739.4658099456,13,"11573"
"11574",270.792906939,3,"11574"
"11578",214.466906576,1,"11578"
"11579",220.308958427,2,"11579"
"11580",232.005284868,3,"11580"
"11581",247.6797635,2,"11581"
"11584",1235.9489579227,13,"11584"
"11585",214.4669065753,1,"11585"
"11586",214.4669065753,1,"11586"
"11587",214.4669065753,1,"11587"
"11588",214.4669065753,1,"11588"
"11589",214.4669065753,1,"11589"
"11590",214.4669065753,1,"11590"
"11591",214.4669065753,1,"11591"
"11592",214.4669065753,1,"11592"
"11593",214.4669065753,1,"11593"
"11597",2459.1413401548,25,"11597"
"11601",214.466907579,1,"11601"
"11605",1416.8933565476,12,"11605"
"11606",217.2961496253,2,"11606"
"11607",1261.4646647314,11,"11607"
"11608",217.2961496253,2,"11608"
"11609",217.2961496253,2,"11609"
"11610",407.5205572163,2,"11610"
"11611",214.4669065753,1,"11611"
"11612",214.4669065753,1,"11612"
"11613",214.4669065753,1,"11613"
"11614",214.4669065753,1,"11614"
"11615",214.4669065753,1,"11615"
"11616",214.4669065753,1,"11616"
"11617",214.4669065753,1,"11617"
"11618",214.4669065753,1,"11618"
"11619",217.2961496253,2,"11619"
"11620",217.2961496253,2,"11620"
"11621",217.2961496253,2,"11621"
"11622",267.4712017053,3,"11622"
"11623",217.2961496253,2,"11623"
"11624",217.2961496253,2,"11624"
"11625",217.2961496253,2,"11625"
"11626",488.7401600813,6,"11626"
"11627",2337.7922017762,25,"11627"
"11628",2133.72699929,19,"11628"
"11629",2579.0633782691,31,"11629"
"11630",2419.4068484491,29,"11630"
"11631",1498.6743773098,16,"11631"
"11632",2396.4999355831,30,"11632"
"11633",345.8791275253,3,"11633"
"11634",689.4538882853,7,"11634"
"11635",1418.2870040303,15,"11635"
"11636",217.2961496253,2,"11636"
"11637",639.9865310903,5,"11637"
"11638",446.9328824473,4,"11638"
"11639",326.1486896953,3,"11639"
"11640",326.1486896953,3,"11640"
"11641",326.1486896953,3,"11641"
"11642",217.2961496253,2,"11642"
"11677",370.1399558253,4,"11677"
"11678",217.2961496253,2,"11678"
"11679",326.1486896953,3,"11679"
"11680",217.2961496253,2,"11680"
"11681",326.1486896953,3,"11681"
"11682",326.1486896953,3,"11682"
"11683",217.2961496253,2,"11683"
"11684",326.1486896953,3,"11684"
"11685",326.1486896953,3,"11685"
"11686",217.2961496253,2,"11686"
"11687",217.2961496253,2,"11687"
"11688",444.1036393953,3,"11688"
"11689",214.4669065753,1,"11689"
"11690",214.4669065753,1,"11690"
"11691",214.4669065753,1,"11691"
"11692",214.4669065753,1,"11692"
"11693",214.4669065753,1,"11693"
"11694",214.4669065753,1,"11694"
"11695",214.4669065753,1,"11695"
"11696",214.4669065753,1,"11696"
"11697",214.4669065753,1,"11697"
"11698",214.4669065753,1,"11698"
"11699",214.4669065753,1,"11699"
"11700",214.4669065753,1,"11700"
"11701",214.4669065753,1,"11701"
"11702",214.4669065753,1,"11702"
"11703",214.4669065753,1,"11703"
"11704",1760.61142641627,13,"11704"
"11705",270.792906939,3,"11705"
"11706",270.792906939,3,"11706"
"11707",270.792906939,3,"11707"
"11709",214.466906576,1,"11709"
"11710",214.466906576,1,"11710"
"11711",220.308958427,2,"11711"
"11712",247.6797635,2,"11712"
"11713",214.466907576,1,"11713"
"11715",1469.7868943427,14,"11715"
"11716",335.2510983393,2,"11716"
"11717",214.4669065753,1,"11717"
"11718",214.4669065753,1,"11718"
"11719",214.4669065753,1,"11719"
"11720",214.4669065753,1,"11720"
"11721",214.4669065753,1,"11721"
"11722",214.4669065753,1,"11722"
"11723",214.4669065753,1,"11723"
"11724",214.4669065753,1,"11724"
"11725",214.4669065753,1,"11725"
"11729",2563.0283806368,26,"11729"
"11732",214.466907579,1,"11732"
"11736",1999.769445237,18,"11736"
"11737",217.2961496253,2,"11737"
"11738",967.0981135861,6,"11738"
"11739",410.3497982553,3,"11739"
"11740",217.2961496253,2,"11740"
"11741",217.2961496253,2,"11741"
"11742",407.5205572163,2,"11742"
"11743",214.4669065753,1,"11743"
"11744",214.4669065753,1,"11744"
"11745",214.4669065753,1,"11745"
"11746",214.4669065753,1,"11746"
"11747",214.4669065753,1,"11747"
"11748",214.4669065753,1,"11748"
"11749",217.2961496253,2,"11749"
"11750",217.2961496253,2,"11750"
"11751",217.2961496253,2,"11751"
"11752",217.2961496253,2,"11752"
"11753",217.2961496253,2,"11753"
"11754",296.6700954613,4,"11754"
"11755",217.2961496253,2,"11755"
"11756",217.2961496253,2,"11756"
"11757",1219.6407401163,16,"11757"
"11758",2136.4672298835,25,"11758"
"11759",2712.3417448837,29,"11759"
"11760",3265.7465422843,34,"11760"
"11761",2666.8054047591,32,"11761"
"11762",2500.7031881831,31,"11762"
"11763",1755.4344890298,19,"11763"
"11764",1539.0752877823,17,"11764"
"11765",1861.60509812733,23,"11765"
"11766",1783.13758649233,22,"11766"
"11767",1068.9181895563,10,"11767"
"11768",783.6869551153,7,"11768"
"11769",807.9185906143,7,"11769"
"11770",446.9328824473,4,"11770"
"11771",326.1486896953,3,"11771"
"11772",326.1486896953,3,"11772"
"11773",326.1486896953,3,"11773"
"11808",217.2961496253,2,"11808"
"11809",326.1486896953,3,"11809"
"11810",326.1486896953,3,"11810"
"11811",326.1486896953,3,"11811"
"11812",326.1486896953,3,"11812"
"11813",326.1486896953,3,"11813"
"11814",217.2961496253,2,"11814"
"11815",326.1486896953,3,"11815"
"11816",217.2961496253,2,"11816"
"11817",217.2961496253,2,"11817"
"11818",446.9328824453,4,"11818"
"11819",214.4669065753,1,"11819"
"11820",214.4669065753,1,"11820"
"11821",214.4669065753,1,"11821"
"11822",214.4669065753,1,"11822"
"11823",214.4669065753,1,"11823"
"11824",214.4669065753,1,"11824"
"11825",214.4669065753,1,"11825"
"11826",214.4669065753,1,"11826"
"11827",214.4669065753,1,"11827"
"11828",214.4669065753,1,"11828"
"11829",214.4669065753,1,"11829"
"11830",214.4669065753,1,"11830"
"11831",214.4669065753,1,"11831"
"11832",214.4669065753,1,"11832"
"11833",214.4669065753,1,"11833"
"11834",680.23527879267,4,"11834"
"11835",466.921813913,5,"11835"
"11836",270.792906939,3,"11836"
"11837",270.792906939,3,"11837"
"11838",270.792906939,3,"11838"
"11840",214.466906576,1,"11840"
"11841",220.308958427,2,"11841"
"11842",232.005284868,3,"11842"
"11843",256.538399045,3,"11843"
"11844",214.466907576,1,"11844"
"11846",1508.7107935827,15,"11846"
"11847",214.4669065753,1,"11847"
"11848",214.4669065753,1,"11848"
"11849",214.4669065753,1,"11849"
"11850",214.4669065753,1,"11850"
"11851",214.4669065753,1,"11851"
"11852",214.4669065753,1,"11852"
"11853",214.4669065753,1,"11853"
"11854",214.4669065753,1,"11854"
"11855",214.4669065753,1,"11855"
"11856",214.4669065753,1,"11856"
"11857",214.4669065753,1,"11857"
"11859",2563.0283806368,26,"11859"
"11863",214.466907579,1,"11863"
"11866",444.1036394003,3,"11866"
"11867",913.9177373614,8,"11867"
"11868",410.3497982553,3,"11868"
"11869",217.2961496253,2,"11869"
"11870",217.2961496253,2,"11870"
"11871",410.3497992653,3,"11871"
"11872",559.0449489463,4,"11872"
"11873",217.2961496253,2,"11873"
"11874",217.2961496253,2,"11874"
"11875",214.4669065753,1,"11875"
"11876",214.4669065753,1,"11876"
"11877",214.4669065753,1,"11877"
"11878",217.2961496253,2,"11878"
"11879",217.2961496253,2,"11879"
"11880",217.2961496253,2,"11880"
"11881",217.2961496253,2,"11881"
"11882",217.2961496253,2,"11882"
"11883",217.2961496253,2,"11883"
"11884",296.6700954613,4,"11884"
"11885",338.0803423773,3,"11885"
"11886",1640.0056278125,19,"11886"
"11887",2025.3814554473,26,"11887"
"11888",2020.7064629673,25,"11888"
"11889",2165.9263237475,25,"11889"
"11890",2628.763816722,28,"11890"
"11891",2861.792312805,30,"11891"
"11892",2368.5673691048,27,"11892"
"11893",2276.07445441513,27,"11893"
"11894",2378.37092117013,30,"11894"
"11895",2096.51144158163,27,"11895"
"11896",1937.23274198063,25,"11896"
"11897",1418.2870040303,15,"11897"
"11898",783.6869551153,7,"11898"
"11899",850.4603851553,8,"11899"
"11900",446.9328824473,4,"11900"
"11901",326.1486896953,3,"11901"
"11902",217.2961496253,2,"11902"
"11903",217.2961496253,2,"11903"
"11904",370.1399558253,4,"11904"
"11939",370.1399558253,4,"11939"
"11940",217.2961496253,2,"11940"
"11941",326.1486896953,3,"11941"
"11942",217.2961496253,2,"11942"
"11943",217.2961496253,2,"11943"
"11944",326.1486896953,3,"11944"
"11945",326.1486896953,3,"11945"
"11946",217.2961496253,2,"11946"
"11947",326.1486896953,3,"11947"
"11948",217.2961496253,2,"11948"
"11949",326.1486896953,3,"11949"
"11950",444.1036393953,3,"11950"
"11951",214.4669065753,1,"11951"
"11952",214.4669065753,1,"11952"
"11953",214.4669065753,1,"11953"
"11954",214.4669065753,1,"11954"
"11955",214.4669065753,1,"11955"
"11956",214.4669065753,1,"11956"
"11957",214.4669065753,1,"11957"
"11958",214.4669065753,1,"11958"
"11959",214.4669065753,1,"11959"
"11960",214.4669065753,1,"11960"
"11961",214.4669065753,1,"11961"
"11962",214.4669065753,1,"11962"
"11963",214.4669065753,1,"11963"
"11964",214.4669065753,1,"11964"
"11965",214.4669065753,1,"11965"
"11966",1841.2268089256,16,"11966"
"11967",270.792906939,3,"11967"
"11968",270.792906939,3,"11968"
"11969",270.792906939,3,"11969"
"11970",270.792906939,3,"11970"
"11972",220.308958427,2,"11972"
"11973",220.308958427,2,"11973"
"11974",214.466906577,1,"11974"
"11975",214.466907576,1,"11975"
"11976",214.466907576,1,"11976"
"11978",1915.033838119,19,"11978"
"11979",214.4669065753,1,"11979"
"11980",214.4669065753,1,"11980"
"11981",214.4669065753,1,"11981"
"11982",214.4669065753,1,"11982"
"11983",214.4669065753,1,"11983"
"11984",214.4669065753,1,"11984"
"11985",214.4669065753,1,"11985"
"11986",214.4669065753,1,"11986"
"11987",214.4669065753,1,"11987"
"11988",214.4669065753,1,"11988"
"11989",214.4669065753,1,"11989"
"11991",2368.8897243991,22,"11991"
"11994",214.466907579,1,"11994"
"11998",1800.4273437739,15,"11998"
"11999",217.2961496253,2,"11999"
"12000",410.3497982553,3,"12000"
"12001",410.3497982553,3,"12001"
"12002",217.2961496253,2,"12002"
"12003",217.2961496253,2,"12003"
"12004",217.2961496253,2,"12004"
"12005",217.2961496253,2,"12005"
"12006",217.2961496253,2,"12006"
"12007",217.2961496253,2,"12007"
"12008",217.2961496253,2,"12008"
"12009",217.2961496253,2,"12009"
"12010",217.2961496253,2,"12010"
"12011",217.2961496253,2,"12011"
"12012",217.2961496253,2,"12012"
"12013",217.2961496253,2,"12013"
"12014",217.2961496253,2,"12014"
"12015",345.8791275253,3,"12015"
"12016",1784.8218445515,18,"12016"
"12017",2586.76899700053,31,"12017"
"12018",3068.68517279643,37,"12018"
"12019",2134.2339955173,27,"12019"
"12020",1991.5075692113,24,"12020"
"12021",2205.9744777815,25,"12021"
"12022",2297.585733591,25,"12022"
"12023",1766.3338240807,16,"12023"
"12024",2057.92541302363,26,"12024"
"12025",2087.21641783763,27,"12025"
"12026",2116.77791337163,29,"12026"
"12027",1937.23274198063,25,"12027"
"12028",1622.10313850633,18,"12028"
"12029",861.78801052333,9,"12029"
"12030",850.4603851553,8,"12030"
"12031",326.1486896953,3,"12031"
"12032",326.1486896953,3,"12032"
"12033",217.2961496253,2,"12033"
"12034",217.2961496253,2,"12034"
"12035",370.1399558253,4,"12035"
"12070",217.2961496253,2,"12070"
"12071",326.1486896953,3,"12071"
"12072",217.2961496253,2,"12072"
"12073",217.2961496253,2,"12073"
"12074",326.1486896953,3,"12074"
"12075",217.2961496253,2,"12075"
"12076",217.2961496253,2,"12076"
"12077",217.2961496253,2,"12077"
"12078",217.2961496253,2,"12078"
"12079",217.2961496253,2,"12079"
"12080",446.9328824453,4,"12080"
"12081",214.4669065753,1,"12081"
"12082",214.4669065753,1,"12082"
"12083",214.4669065753,1,"12083"
"12084",214.4669065753,1,"12084"
"12085",214.4669065753,1,"12085"
"12086",214.4669065753,1,"12086"
"12087",214.4669065753,1,"12087"
"12088",214.4669065753,1,"12088"
"12089",214.4669065753,1,"12089"
"12090",214.4669065753,1,"12090"
"12091",214.4669065753,1,"12091"
"12092",214.4669065753,1,"12092"
"12093",214.4669065753,1,"12093"
"12094",214.4669065753,1,"12094"
"12095",214.4669065753,1,"12095"
"12096",2179.03559539227,20,"12096"
"12097",270.792906939,3,"12097"
"12098",270.792906939,3,"12098"
"12099",270.792906939,3,"12099"
"12100",270.792906939,3,"12100"
"12101",214.466906576,1,"12101"
"12102",214.466906576,1,"12102"
"12103",220.308958427,2,"12103"
"12104",232.005284868,3,"12104"
"12105",256.538399045,3,"12105"
"12106",214.466907576,1,"12106"
"12108",1685.8457930537,16,"12108"
"12109",214.4669065753,1,"12109"
"12110",214.4669065753,1,"12110"
"12111",214.4669065753,1,"12111"
"12112",214.4669065753,1,"12112"
"12113",214.4669065753,1,"12113"
"12114",214.4669065753,1,"12114"
"12115",214.4669065753,1,"12115"
"12116",214.4669065753,1,"12116"
"12117",214.4669065753,1,"12117"
"12118",214.4669065753,1,"12118"
"12119",214.4669065753,1,"12119"
"12120",214.4669065753,1,"12120"
"12121",2563.0283806368,26,"12121"
"12124",214.466907579,1,"12124"
"12128",1583.1311921477,13,"12128"
"12129",497.1079335413,5,"12129"
"12130",217.2961496253,2,"12130"
"12131",217.2961496253,2,"12131"
"12132",439.6911827463,4,"12132"
"12133",695.5301073493,6,"12133"
"12134",217.2961496253,2,"12134"
"12135",217.2961496253,2,"12135"
"12136",217.2961496253,2,"12136"
"12137",338.0803423783,3,"12137"
"12138",217.2961496253,2,"12138"
"12139",217.2961496253,2,"12139"
"12140",217.2961496253,2,"12140"
"12141",217.2961496253,2,"12141"
"12142",217.2961496253,2,"12142"
"12143",217.2961496253,2,"12143"
"12144",217.2961496253,2,"12144"
"12145",217.2961496253,2,"12145"
"12146",2600.15707383653,32,"12146"
"12147",3042.82168489643,37,"12147"
"12148",3076.32193350643,38,"12148"
"12149",2591.8735128057,31,"12149"
"12150",2020.7064629673,25,"12150"
"12151",1991.5075692113,24,"12151"
"12152",2112.2914550065,24,"12152"
"12153",2173.4431179822,24,"12153"
"12154",1752.6625523623,20,"12154"
"12155",2087.21641783763,27,"12155"
"12156",2116.77791337163,29,"12156"
"12157",2003.48556917863,28,"12157"
"12158",1641.63483891233,20,"12158"
"12159",588.2952588013,6,"12159"
"12160",850.4603851553,8,"12160"
"12161",807.9185906143,7,"12161"
"12162",217.2961496253,2,"12162"
"12163",217.2961496253,2,"12163"
"12164",217.2961496253,2,"12164"
"12165",370.1399558253,4,"12165"
"12166",370.1399558253,4,"12166"
"12201",217.2961496253,2,"12201"
"12202",217.2961496253,2,"12202"
"12203",217.2961496253,2,"12203"
"12204",217.2961496253,2,"12204"
"12205",217.2961496253,2,"12205"
"12206",217.2961496253,2,"12206"
"12207",326.1486896953,3,"12207"
"12208",217.2961496253,2,"12208"
"12209",217.2961496253,2,"12209"
"12210",217.2961496253,2,"12210"
"12211",217.2961496253,2,"12211"
"12212",214.4669065753,1,"12212"
"12213",214.4669065753,1,"12213"
"12214",214.4669065753,1,"12214"
"12215",214.4669065753,1,"12215"
"12216",214.4669065753,1,"12216"
"12217",214.4669065753,1,"12217"
"12218",214.4669065753,1,"12218"
"12219",214.4669065753,1,"12219"
"12220",214.4669065753,1,"12220"
"12221",214.4669065753,1,"12221"
"12222",214.4669065753,1,"12222"
"12223",214.4669065753,1,"12223"
"12224",214.4669065753,1,"12224"
"12225",214.4669065753,1,"12225"
"12226",214.4669065753,1,"12226"
"12227",753.52640381347,6,"12227"
"12228",584.6307473283,5,"12228"
"12229",270.792906939,3,"12229"
"12230",270.792906939,3,"12230"
"12231",270.792906939,3,"12231"
"12232",270.792906939,3,"12232"
"12234",220.308958427,2,"12234"
"12235",220.308958427,2,"12235"
"12236",214.466906577,1,"12236"
"12237",214.466907576,1,"12237"
"12238",214.466907576,1,"12238"
"12240",1915.033838119,19,"12240"
"12241",214.4669065753,1,"12241"
"12242",214.4669065753,1,"12242"
"12243",214.4669065753,1,"12243"
"12244",214.4669065753,1,"12244"
"12245",214.4669065753,1,"12245"
"12246",214.4669065753,1,"12246"
"12247",214.4669065753,1,"12247"
"12248",214.4669065753,1,"12248"
"12249",214.4669065753,1,"12249"
"12250",214.4669065753,1,"12250"
"12251",214.4669065753,1,"12251"
"12252",2066.51204807,21,"12252"
"12253",1890.7932298031,13,"12253"
"12256",214.466907579,1,"12256"
"12260",2113.5536411397,20,"12260"
"12261",217.2961496253,2,"12261"
"12262",217.2961496253,2,"12262"
"12263",246.6375341163,3,"12263"
"12264",907.2942421994,7,"12264"
"12265",217.2961496253,2,"12265"
"12266",217.2961496253,2,"12266"
"12267",217.2961496253,2,"12267"
"12268",217.2961496253,2,"12268"
"12269",338.0803423783,3,"12269"
"12270",217.2961496253,2,"12270"
"12271",217.2961496253,2,"12271"
"12272",217.2961496253,2,"12272"
"12273",217.2961496253,2,"12273"
"12274",217.2961496253,2,"12274"
"12275",217.2961496253,2,"12275"
"12276",217.2961496253,2,"12276"
"12277",1789.92171673033,22,"12277"
"12278",3434.78478421583,42,"12278"
"12279",2801.99574811763,37,"12279"
"12280",2772.65436362763,36,"12280"
"12281",1559.9152422003,19,"12281"
"12282",1948.9657746713,23,"12282"
"12283",1897.8245464363,23,"12283"
"12284",1828.4589364713,22,"12284"
"12285",2171.1427236456,24,"12285"
"12286",2057.92541302363,26,"12286"
"12287",214.466907578,1,"12287"
"12288",2116.77791337163,29,"12288"
"12289",1641.63483891233,20,"12289"
"12290",1140.9995918463,11,"12290"
"12291",1262.96805483333,13,"12291"
"12292",850.4603851553,8,"12292"
"12293",326.1486896953,3,"12293"
"12294",217.2961496253,2,"12294"
"12295",217.2961496253,2,"12295"
"12296",217.2961496253,2,"12296"
"12297",370.1399558253,4,"12297"
"12332",217.2961496253,2,"12332"
"12333",326.1486896953,3,"12333"
"12334",326.1486896953,3,"12334"
"12335",217.2961496253,2,"12335"
"12336",217.2961496253,2,"12336"
"12337",217.2961496253,2,"12337"
"12338",326.1486896953,3,"12338"
"12339",217.2961496253,2,"12339"
"12340",217.2961496253,2,"12340"
"12341",217.2961496253,2,"12341"
"12342",217.2961496253,2,"12342"
"12343",214.4669065753,1,"12343"
"12344",214.4669065753,1,"12344"
"12345",214.4669065753,1,"12345"
"12346",214.4669065753,1,"12346"
"12347",214.4669065753,1,"12347"
"12348",214.4669065753,1,"12348"
"12349",214.4669065753,1,"12349"
"12350",214.4669065753,1,"12350"
"12351",214.4669065753,1,"12351"
"12352",214.4669065753,1,"12352"
"12353",214.4669065753,1,"12353"
"12354",214.4669065753,1,"12354"
"12355",214.4669065753,1,"12355"
"12356",214.4669065753,1,"12356"
"12357",214.4669065753,1,"12357"
"12358",2517.98505555307,26,"12358"
"12359",270.792906939,3,"12359"
"12360",270.792906939,3,"12360"
"12361",270.792906939,3,"12361"
"12362",270.792906939,3,"12362"
"12363",270.792906939,3,"12363"
"12364",286.450971779,4,"12364"
"12365",220.308958427,2,"12365"
"12366",265.218141791,4,"12366"
"12367",214.466906577,1,"12367"
"12368",214.466907576,1,"12368"
"12370",1640.632877278,16,"12370"
"12371",444.1036384103,3,"12371"
"12372",214.4669065753,1,"12372"
"12373",214.4669065753,1,"12373"
"12374",214.4669065753,1,"12374"
"12375",214.4669065753,1,"12375"
"12376",214.4669065753,1,"12376"
"12377",214.4669065753,1,"12377"
"12378",214.4669065753,1,"12378"
"12379",214.4669065753,1,"12379"
"12380",1020.6356184323,7,"12380"
"12381",214.4669065753,1,"12381"
"12382",214.4669065753,1,"12382"
"12383",3247.9908094886,36,"12383"
"12384",214.466907579,1,"12384"
"12386",214.466907579,1,"12386"
"12390",1859.874321352,17,"12390"
"12391",494.2786904913,4,"12391"
"12392",217.2961496253,2,"12392"
"12393",217.2961496253,2,"12393"
"12394",439.6911827463,4,"12394"
"12395",961.6890002634,8,"12395"
"12396",217.2961496253,2,"12396"
"12397",217.2961496253,2,"12397"
"12398",217.2961496253,2,"12398"
"12399",338.0803423783,3,"12399"
"12400",217.2961496253,2,"12400"
"12401",217.2961496253,2,"12401"
"12402",217.2961496253,2,"12402"
"12403",217.2961496253,2,"12403"
"12404",217.2961496253,2,"12404"
"12405",217.2961496253,2,"12405"
"12406",217.2961496253,2,"12406"
"12407",1309.9958340563,16,"12407"
"12408",3441.06939394183,42,"12408"
"12409",2772.65436362763,36,"12409"
"12410",2159.31695556763,28,"12410"
"12411",1399.37746510433,18,"12411"
"12412",1948.9657746713,23,"12412"
"12413",1907.2935520213,22,"12413"
"12414",1103.5355316733,11,"12414"
"12415",1924.3805066169,23,"12415"
"12416",2057.92541302363,26,"12416"
"12417",2057.92541302363,26,"12417"
"12418",214.466907578,1,"12418"
"12419",1589.44436563733,18,"12419"
"12420",1342.8277537363,13,"12420"
"12421",1473.95462458833,15,"12421"
"12422",1116.5856976153,11,"12422"
"12423",326.1486896953,3,"12423"
"12424",217.2961496253,2,"12424"
"12425",217.2961496253,2,"12425"
"12426",217.2961496253,2,"12426"
"12427",370.1399558253,4,"12427"
"12428",217.2961496253,2,"12428"
"12463",217.2961496253,2,"12463"
"12464",326.1486896953,3,"12464"
"12465",326.1486896953,3,"12465"
"12466",217.2961496253,2,"12466"
"12467",217.2961496253,2,"12467"
"12468",217.2961496253,2,"12468"
"12469",217.2961496253,2,"12469"
"12470",326.1486896953,3,"12470"
"12471",217.2961496253,2,"12471"
"12472",217.2961496253,2,"12472"
"12473",217.2961496253,2,"12473"
"12474",214.4669065753,1,"12474"
"12475",214.4669065753,1,"12475"
"12476",214.4669065753,1,"12476"
"12477",214.4669065753,1,"12477"
"12478",214.4669065753,1,"12478"
"12479",214.4669065753,1,"12479"
"12480",214.4669065753,1,"12480"
"12481",214.4669065753,1,"12481"
"12482",214.4669065753,1,"12482"
"12483",214.4669065753,1,"12483"
"12484",214.4669065753,1,"12484"
"12485",214.4669065753,1,"12485"
"12486",214.4669065753,1,"12486"
"12487",214.4669065753,1,"12487"
"12488",214.4669065753,1,"12488"
"12489",1653.89640686897,13,"12489"
"12490",270.792906939,3,"12490"
"12491",270.792906939,3,"12491"
"12492",270.792906939,3,"12492"
"12493",270.792906939,3,"12493"
"12494",270.792906939,3,"12494"
"12495",214.466906576,1,"12495"
"12496",292.29302363,5,"12496"
"12497",253.52181635,3,"12497"
"12498",259.37608994,3,"12498"
"12500",214.466907576,1,"12500"
"12501",1640.632877278,16,"12501"
"12502",1363.9056021826,15,"12502"
"12503",214.4669065753,1,"12503"
"12504",214.4669065753,1,"12504"
"12505",214.4669065753,1,"12505"
"12506",214.4669065753,1,"12506"
"12507",214.4669065753,1,"12507"
"12508",214.4669065753,1,"12508"
"12509",214.4669065753,1,"12509"
"12510",214.4669065753,1,"12510"
"12511",214.4669065753,1,"12511"
"12512",214.4669065753,1,"12512"
"12513",214.4669065753,1,"12513"
"12514",3486.9535914767,39,"12514"
"12515",214.466907579,1,"12515"
"12518",214.466907579,1,"12518"
"12522",2045.1618140339,17,"12522"
"12523",214.4669065753,1,"12523"
"12524",217.2961496253,2,"12524"
"12525",246.6375341163,3,"12525"
"12526",1108.9376363198,10,"12526"
"12527",217.2961496253,2,"12527"
"12528",217.2961496253,2,"12528"
"12529",217.2961496253,2,"12529"
"12530",217.2961496253,2,"12530"
"12531",217.2961496253,2,"12531"
"12532",217.2961496253,2,"12532"
"12533",217.2961496253,2,"12533"
"12534",217.2961496253,2,"12534"
"12535",217.2961496253,2,"12535"
"12536",217.2961496253,2,"12536"
"12537",217.2961496253,2,"12537"
"12538",886.8789078853,10,"12538"
"12539",2071.83896652033,26,"12539"
"12540",2799.01423276923,35,"12540"
"12541",1905.9522971343,24,"12541"
"12542",2618.78536702203,34,"12542"
"12543",2025.0078178213,25,"12543"
"12544",1907.2935520213,22,"12544"
"12545",1553.7793424563,18,"12545"
"12546",1813.6105292463,21,"12546"
"12547",2147.70719730023,26,"12547"
"12548",2035.01931575363,25,"12548"
"12550",1589.44436563733,18,"12550"
"12551",1393.0028058163,14,"12551"
"12552",1462.6269992203,14,"12552"
"12553",1262.96805483333,13,"12553"
"12554",661.7455843753,6,"12554"
"12555",217.2961496253,2,"12555"
"12556",217.2961496253,2,"12556"
"12557",217.2961496253,2,"12557"
"12558",217.2961496253,2,"12558"
"12559",370.1399558253,4,"12559"
"12594",217.2961496253,2,"12594"
"12595",326.1486896953,3,"12595"
"12596",326.1486896953,3,"12596"
"12597",217.2961496253,2,"12597"
"12598",217.2961496253,2,"12598"
"12599",217.2961496253,2,"12599"
"12600",326.1486896953,3,"12600"
"12601",217.2961496253,2,"12601"
"12602",217.2961496253,2,"12602"
"12603",217.2961496253,2,"12603"
"12604",214.4669065753,1,"12604"
"12605",214.4669065753,1,"12605"
"12606",214.4669065753,1,"12606"
"12607",214.4669065753,1,"12607"
"12608",214.4669065753,1,"12608"
"12609",214.4669065753,1,"12609"
"12610",214.4669065753,1,"12610"
"12611",214.4669065753,1,"12611"
"12612",214.4669065753,1,"12612"
"12613",214.4669065753,1,"12613"
"12614",214.4669065753,1,"12614"
"12615",214.4669065753,1,"12615"
"12616",214.4669065753,1,"12616"
"12617",214.4669065753,1,"12617"
"12618",214.4669065753,1,"12618"
"12619",214.4669065753,1,"12619"
"12620",2895.78781192077,29,"12620"
"12621",270.792906939,3,"12621"
"12622",270.792906939,3,"12622"
"12623",270.792906939,3,"12623"
"12624",270.792906939,3,"12624"
"12625",298.147299219,5,"12625"
"12626",286.450971779,4,"12626"
"12627",292.29302363,5,"12627"
"12628",265.218141791,4,"12628"
"12629",214.466906576,1,"12629"
"12630",1920.898599258,19,"12630"
"12631",1640.632877278,16,"12631"
"12632",1536.745836788,15,"12632"
"12633",716.8654740703,5,"12633"
"12634",214.4669065753,1,"12634"
"12635",214.4669065753,1,"12635"
"12636",214.4669065753,1,"12636"
"12637",214.4669065753,1,"12637"
"12638",214.4669065753,1,"12638"
"12639",214.4669065753,1,"12639"
"12640",214.4669065753,1,"12640"
"12641",214.4669065753,1,"12641"
"12642",214.4669065753,1,"12642"
"12643",214.4669065753,1,"12643"
"12644",2790.0638155991,29,"12644"
"12645",1882.3193483931,14,"12645"
"12646",214.466907579,1,"12646"
"12648",214.466907579,1,"12648"
"12653",1492.2652274199,10,"12653"
"12654",214.4669065753,1,"12654"
"12655",217.2961496253,2,"12655"
"12656",246.6375341163,3,"12656"
"12657",932.3476177698,7,"12657"
"12658",217.2961496253,2,"12658"
"12659",217.2961496253,2,"12659"
"12660",217.2961496253,2,"12660"
"12661",217.2961496253,2,"12661"
"12662",217.2961496253,2,"12662"
"12663",217.2961496253,2,"12663"
"12664",217.2961496253,2,"12664"
"12665",217.2961496253,2,"12665"
"12666",217.2961496253,2,"12666"
"12667",217.2961496253,2,"12667"
"12668",434.3454010163,5,"12668"
"12669",2038.33871791033,25,"12669"
"12670",2566.00543400823,32,"12670"
"12671",2462.70212276233,32,"12671"
"12672",2374.42706607233,31,"12672"
"12673",2610.50020977603,34,"12673"
