"","PD","SR","cellid"
"13727",217.2961496253,2,"13727"
"13728",217.2961496253,2,"13728"
"13729",217.2961496253,2,"13729"
"13730",446.9328814613,4,"13730"
"13731",446.9328814613,4,"13731"
"13732",548.0915109463,5,"13732"
"13733",548.0915099453,5,"13733"
"13734",326.1486896953,3,"13734"
"13735",446.9328824483,4,"13735"
"13736",446.9328824483,4,"13736"
"13737",217.2961496253,2,"13737"
"13738",217.2961496253,2,"13738"
"13773",217.2961496253,2,"13773"
"13774",217.2961496253,2,"13774"
"13775",217.2961496253,2,"13775"
"13776",217.2961496253,2,"13776"
"13777",326.1486896953,3,"13777"
"13778",326.1486896953,3,"13778"
"13779",217.2961496253,2,"13779"
"13780",217.2961496253,2,"13780"
"13781",217.2961496253,2,"13781"
"13782",217.2961496253,2,"13782"
"13783",214.4669065753,1,"13783"
"13784",214.4669065753,1,"13784"
"13785",214.4669065753,1,"13785"
"13786",214.4669065753,1,"13786"
"13787",214.4669065753,1,"13787"
"13788",214.4669065753,1,"13788"
"13789",214.4669065753,1,"13789"
"13790",214.4669065753,1,"13790"
"13791",214.4669065753,1,"13791"
"13792",214.4669065753,1,"13792"
"13793",214.4669065753,1,"13793"
"13794",214.4669065753,1,"13794"
"13795",214.4669065753,1,"13795"
"13796",214.4669065753,1,"13796"
"13797",214.4669065753,1,"13797"
"13798",878.8787280965,6,"13798"
"13799",1355.9196061125,11,"13799"
"13800",2631.7342731478,26,"13800"
"13801",214.466907581,1,"13801"
"13802",214.466907576,1,"13802"
"13803",226.163234016,2,"13803"
"13804",214.466906576,1,"13804"
"13805",247.679763499,2,"13805"
"13806",2397.6364223913,21,"13806"
"13807",2533.1698385393,25,"13807"
"13808",214.4669065753,1,"13808"
"13809",214.4669065753,1,"13809"
"13810",214.4669065753,1,"13810"
"13811",214.4669065753,1,"13811"
"13812",214.4669065753,1,"13812"
"13813",214.4669065753,1,"13813"
"13814",214.4669065753,1,"13814"
"13815",214.4669065753,1,"13815"
"13816",214.4669065753,1,"13816"
"13817",214.4669065753,1,"13817"
"13818",3380.2850952048,37,"13818"
"13819",575.7141534183,3,"13819"
"13820",1226.636737618,9,"13820"
"13821",3424.2763613348,38,"13821"
"13822",3473.2792195862,40,"13822"
"13823",407.5205572336,2,"13823"
"13824",214.4669065938,1,"13824"
"13834",834.0476079423,5,"13834"
"13835",214.4669065753,1,"13835"
"13836",214.4669065753,1,"13836"
"13837",214.4669065753,1,"13837"
"13838",214.4669065753,1,"13838"
"13839",214.4669065753,1,"13839"
"13840",217.2961496253,2,"13840"
"13841",731.8819685743,8,"13841"
"13842",922.1294820749,10,"13842"
"13843",2949.37046208263,34,"13843"
"13844",217.2961496253,2,"13844"
"13845",217.2961496253,2,"13845"
"13846",587.0695465283,6,"13846"
"13847",2601.32448713583,30,"13847"
"13848",3035.66102863363,37,"13848"
"13849",3114.20082116773,40,"13849"
"13850",1464.6991435695,15,"13850"
"13851",1206.8706445235,12,"13851"
"13852",2854.33064119663,37,"13852"
"13853",2356.60495625033,31,"13853"
"13854",2036.219478842,21,"13854"
"13855",1940.911612729,20,"13855"
"13856",217.2961496253,2,"13856"
"13857",326.1486896953,3,"13857"
"13858",217.2961496253,2,"13858"
"13859",217.2961496253,2,"13859"
"13860",538.1202067213,5,"13860"
"13861",538.1202067213,5,"13861"
"13862",602.4862690093,6,"13862"
"13863",326.1486896953,3,"13863"
"13864",602.4862690103,6,"13864"
"13865",446.9328814613,4,"13865"
"13866",326.1486896953,3,"13866"
"13867",446.9328824483,4,"13867"
"13868",217.2961496253,2,"13868"
"13869",217.2961496253,2,"13869"
"13904",217.2961496253,2,"13904"
"13905",217.2961496253,2,"13905"
"13906",217.2961496253,2,"13906"
"13907",217.2961496253,2,"13907"
"13908",326.1486896953,3,"13908"
"13909",217.2961496253,2,"13909"
"13910",217.2961496253,2,"13910"
"13911",217.2961496253,2,"13911"
"13912",217.2961496253,2,"13912"
"13913",217.2961496253,2,"13913"
"13914",214.4669065753,1,"13914"
"13915",214.4669065753,1,"13915"
"13916",214.4669065753,1,"13916"
"13917",214.4669065753,1,"13917"
"13918",214.4669065753,1,"13918"
"13919",214.4669065753,1,"13919"
"13920",214.4669065753,1,"13920"
"13921",214.4669065753,1,"13921"
"13922",214.4669065753,1,"13922"
"13923",214.4669065753,1,"13923"
"13924",214.4669065753,1,"13924"
"13925",214.4669065753,1,"13925"
"13926",214.4669065753,1,"13926"
"13927",214.4669065753,1,"13927"
"13928",214.4669065753,1,"13928"
"13929",1226.4187491547,9,"13929"
"13930",2900.9909454598,31,"13930"
"13931",3345.3822281828,36,"13931"
"13932",214.466907581,1,"13932"
"13933",214.466907576,1,"13933"
"13934",214.466906576,1,"13934"
"13935",214.466906576,1,"13935"
"13936",2170.8369232176,19,"13936"
"13937",2666.2929880833,27,"13937"
"13938",214.4669065753,1,"13938"
"13939",214.4669065753,1,"13939"
"13940",214.4669065753,1,"13940"
"13941",214.4669065753,1,"13941"
"13942",214.4669065753,1,"13942"
"13943",214.4669065753,1,"13943"
"13944",214.4669065753,1,"13944"
"13945",214.4669065753,1,"13945"
"13946",214.4669065753,1,"13946"
"13947",214.4669065753,1,"13947"
"13948",3380.2850952048,37,"13948"
"13949",2026.0508626759,14,"13949"
"13952",214.466906588,1,"13952"
"13953",487.2287422538,3,"13953"
"13954",214.4669065938,1,"13954"
"13965",1578.5497861723,14,"13965"
"13966",214.4669065753,1,"13966"
"13967",214.4669065753,1,"13967"
"13968",214.4669065753,1,"13968"
"13969",214.4669065753,1,"13969"
"13970",214.4669065753,1,"13970"
"13971",731.8819685743,8,"13971"
"13972",1180.4883441759,11,"13972"
"13973",3163.83736965563,35,"13973"
"13974",2606.06632086973,30,"13974"
"13975",217.2961496253,2,"13975"
"13976",214.4669065753,1,"13976"
"13977",1438.76540100433,14,"13977"
"13978",2689.10072644863,31,"13978"
"13979",3119.02609704443,42,"13979"
"13980",2670.32062257523,29,"13980"
"13981",1324.1585862235,13,"13981"
"13982",434.8640200213,6,"13982"
"13983",2904.85118615163,38,"13983"
"13984",2012.341803504,21,"13984"
"13985",1878.076553709,19,"13985"
"13986",1784.393530929,18,"13986"
"13987",217.2961496253,2,"13987"
"13988",326.1486896953,3,"13988"
"13989",217.2961496253,2,"13989"
"13990",538.1202067213,5,"13990"
"13991",538.1202067213,5,"13991"
"13992",602.4862690093,6,"13992"
"13993",446.9328814613,4,"13993"
"13994",648.5762755703,7,"13994"
"13995",548.0915099453,5,"13995"
"13996",326.1486896953,3,"13996"
"13997",446.9328824483,4,"13997"
"13998",446.9328824483,4,"13998"
"13999",217.2961496253,2,"13999"
"14000",217.2961496253,2,"14000"
"14035",217.2961496253,2,"14035"
"14036",217.2961496253,2,"14036"
"14037",217.2961496253,2,"14037"
"14038",217.2961496253,2,"14038"
"14039",217.2961496253,2,"14039"
"14040",217.2961496253,2,"14040"
"14041",217.2961496253,2,"14041"
"14042",217.2961496253,2,"14042"
"14043",217.2961496253,2,"14043"
"14044",217.2961496253,2,"14044"
"14045",214.4669065753,1,"14045"
"14046",214.4669065753,1,"14046"
"14047",214.4669065753,1,"14047"
"14048",214.4669065753,1,"14048"
"14049",214.4669065753,1,"14049"
"14050",214.4669065753,1,"14050"
"14051",214.4669065753,1,"14051"
"14052",214.4669065753,1,"14052"
"14053",214.4669065753,1,"14053"
"14054",214.4669065753,1,"14054"
"14055",214.4669065753,1,"14055"
"14056",214.4669065753,1,"14056"
"14057",214.4669065753,1,"14057"
"14058",214.4669065753,1,"14058"
"14059",214.4669065753,1,"14059"
"14060",559.4510870467,3,"14060"
"14061",3479.0642028208,40,"14061"
"14062",3854.6089043947,46,"14062"
"14063",444.1036404133,3,"14063"
"14064",608.0129339993,4,"14064"
"14065",214.466907576,1,"14065"
"14066",214.466906576,1,"14066"
"14067",2179.2449007766,18,"14067"
"14068",2031.2857241313,21,"14068"
"14069",875.8908532836,8,"14069"
"14070",214.4669065753,1,"14070"
"14071",214.4669065753,1,"14071"
"14072",214.4669065753,1,"14072"
"14073",214.4669065753,1,"14073"
"14074",214.4669065753,1,"14074"
"14075",214.4669065753,1,"14075"
"14076",214.4669065753,1,"14076"
"14077",214.4669065753,1,"14077"
"14078",214.4669065753,1,"14078"
"14079",2512.7157436472,27,"14079"
"14080",3280.5813949798,34,"14080"
"14084",214.4669065938,1,"14084"
"14097",1578.5497861723,14,"14097"
"14098",214.4669065753,1,"14098"
"14099",214.4669065753,1,"14099"
"14100",214.4669065753,1,"14100"
"14101",214.4669065753,1,"14101"
"14102",214.4669065753,1,"14102"
"14103",974.9154371773,9,"14103"
"14104",3150.41993365303,38,"14104"
"14105",3038.20633495263,35,"14105"
"14106",217.2961496253,2,"14106"
"14107",214.4669065753,1,"14107"
"14108",1115.46939639133,9,"14108"
"14109",608.9078688263,7,"14109"
"14110",3200.90296794243,43,"14110"
"14111",2570.64872869503,30,"14111"
"14112",2378.5429962469,24,"14112"
"14113",824.9137973813,9,"14113"
"14114",900.6323932872,9,"14114"
"14115",2415.1366572355,28,"14115"
"14116",2131.305220518,23,"14116"
"14117",1878.076553709,19,"14117"
"14118",217.2961496253,2,"14118"
"14119",326.1486896953,3,"14119"
"14120",326.1486896953,3,"14120"
"14121",326.1486896953,3,"14121"
"14122",538.1202067213,5,"14122"
"14123",639.2788352053,6,"14123"
"14124",602.4862690093,6,"14124"
"14125",446.9328814613,4,"14125"
"14126",446.9328814613,4,"14126"
"14127",217.2961496253,2,"14127"
"14128",446.9328824483,4,"14128"
"14129",446.9328824483,4,"14129"
"14130",217.2961496253,2,"14130"
"14131",217.2961496253,2,"14131"
"14166",217.2961496253,2,"14166"
"14167",217.2961496253,2,"14167"
"14168",217.2961496253,2,"14168"
"14169",217.2961496253,2,"14169"
"14170",217.2961496253,2,"14170"
"14171",217.2961496253,2,"14171"
"14172",217.2961496253,2,"14172"
"14173",217.2961496253,2,"14173"
"14174",217.2961496253,2,"14174"
"14175",217.2961496253,2,"14175"
"14176",214.4669065753,1,"14176"
"14177",214.4669065753,1,"14177"
"14178",214.4669065753,1,"14178"
"14179",214.4669065753,1,"14179"
"14180",214.4669065753,1,"14180"
"14181",214.4669065753,1,"14181"
"14182",214.4669065753,1,"14182"
"14183",214.4669065753,1,"14183"
"14184",214.4669065753,1,"14184"
"14185",214.4669065753,1,"14185"
"14186",214.4669065753,1,"14186"
"14187",214.4669065753,1,"14187"
"14188",214.4669065753,1,"14188"
"14189",214.4669065753,1,"14189"
"14190",428.9338141425,2,"14190"
"14191",3013.525967551,29,"14191"
"14192",2326.1741968103,20,"14192"
"14193",2538.2704201999,23,"14193"
"14194",241.866860603,2,"14194"
"14196",1883.9113095643,16,"14196"
"14197",2021.6642514176,18,"14197"
"14198",2131.9130239776,18,"14198"
"14199",214.4669065753,1,"14199"
"14200",214.4669065753,1,"14200"
"14201",214.4669065753,1,"14201"
"14202",214.4669065753,1,"14202"
"14203",214.4669065753,1,"14203"
"14204",214.4669065753,1,"14204"
"14205",214.4669065753,1,"14205"
"14206",214.4669065753,1,"14206"
"14207",214.4669065753,1,"14207"
"14208",214.4669065753,1,"14208"
"14209",1896.4717387032,22,"14209"
"14210",3380.2850952048,37,"14210"
"14227",622.2834750813,4,"14227"
"14228",214.4669065753,1,"14228"
"14229",214.4669065753,1,"14229"
"14230",214.4669065753,1,"14230"
"14231",214.4669065753,1,"14231"
"14232",214.4669065753,1,"14232"
"14233",801.0516231143,6,"14233"
"14234",2993.65366403043,34,"14234"
"14235",3185.32679641963,39,"14235"
"14236",217.2961496253,2,"14236"
"14237",214.4669065753,1,"14237"
"14238",214.4669065753,1,"14238"
"14239",1115.46939639133,9,"14239"
"14240",2639.94586086963,32,"14240"
"14241",2440.20560787213,27,"14241"
"14242",3330.54925516323,37,"14242"
"14243",2269.648635464,20,"14243"
"14244",434.8640200213,6,"14244"
"14245",1831.8106103882,20,"14245"
"14246",2011.50597505,22,"14246"
"14247",2387.83110869903,26,"14247"
"14248",1096.974447527,9,"14248"
"14249",217.2961496253,2,"14249"
"14250",326.1486896953,3,"14250"
"14251",326.1486896953,3,"14251"
"14252",217.2961496253,2,"14252"
"14253",538.1202067213,5,"14253"
"14254",602.4862690093,6,"14254"
"14255",446.9328814613,4,"14255"
"14256",217.2961496253,2,"14256"
"14257",446.9328824503,4,"14257"
"14258",446.9328824483,4,"14258"
"14259",446.9328824483,4,"14259"
"14260",446.9328824483,4,"14260"
"14261",217.2961496253,2,"14261"
"14262",217.2961496253,2,"14262"
"14297",217.2961496253,2,"14297"
"14298",217.2961496253,2,"14298"
"14299",217.2961496253,2,"14299"
"14300",217.2961496253,2,"14300"
"14301",217.2961496253,2,"14301"
"14302",217.2961496253,2,"14302"
"14303",217.2961496253,2,"14303"
"14304",217.2961496253,2,"14304"
"14305",217.2961496253,2,"14305"
"14306",217.2961496253,2,"14306"
"14307",214.4669065753,1,"14307"
"14308",214.4669065753,1,"14308"
"14309",214.4669065753,1,"14309"
"14310",214.4669065753,1,"14310"
"14311",214.4669065753,1,"14311"
"14312",214.4669065753,1,"14312"
"14313",214.4669065753,1,"14313"
"14314",214.4669065753,1,"14314"
"14315",214.4669065753,1,"14315"
"14316",214.4669065753,1,"14316"
"14317",214.4669065753,1,"14317"
"14318",214.4669065753,1,"14318"
"14319",214.4669065753,1,"14319"
"14320",214.4669065753,1,"14320"
"14321",428.9338141425,2,"14321"
"14322",3042.867352041,30,"14322"
"14323",2412.6692705093,23,"14323"
"14324",2520.9759004789,22,"14324"
"14325",2518.1245844132,24,"14325"
"14326",1535.0243702843,13,"14326"
"14327",1975.9678311833,17,"14327"
"14328",2302.5293770253,20,"14328"
"14329",2317.6473498927,20,"14329"
"14330",214.4669065753,1,"14330"
"14331",214.4669065753,1,"14331"
"14332",214.4669065753,1,"14332"
"14333",214.4669065753,1,"14333"
"14334",214.4669065753,1,"14334"
"14335",214.4669065753,1,"14335"
"14336",214.4669065753,1,"14336"
"14337",214.4669065753,1,"14337"
"14338",214.4669065753,1,"14338"
"14339",214.4669065753,1,"14339"
"14340",217.2961496253,2,"14340"
"14341",3383.1143382548,38,"14341"
"14357",1477.8880453673,12,"14357"
"14358",1477.8880453673,12,"14358"
"14359",1483.6245109333,13,"14359"
"14360",214.4669065753,1,"14360"
"14361",214.4669065753,1,"14361"
"14362",214.4669065753,1,"14362"
"14363",214.4669065753,1,"14363"
"14364",214.4669065753,1,"14364"
"14365",1054.8400863323,9,"14365"
"14366",2147.24421967923,23,"14366"
"14367",3166.34094655963,38,"14367"
"14368",214.4669065753,1,"14368"
"14369",214.4669065753,1,"14369"
"14370",1329.93630397003,10,"14370"
"14371",744.0864602163,9,"14371"
"14372",3101.61226131343,41,"14372"
"14373",3006.16322012503,36,"14373"
"14374",3182.45328615623,36,"14374"
"14375",1148.0378783892,10,"14375"
"14376",434.8640200213,6,"14376"
"14377",2173.6012787892,24,"14377"
"14378",2214.595883804,24,"14378"
"14379",2125.640266026,22,"14379"
"14380",217.2961496253,2,"14380"
"14381",217.2961496253,2,"14381"
"14382",326.1486896953,3,"14382"
"14383",326.1486896953,3,"14383"
"14384",217.2961496253,2,"14384"
"14385",217.2961496253,2,"14385"
"14386",217.2961496253,2,"14386"
"14387",217.2961496253,2,"14387"
"14388",338.0803423803,3,"14388"
"14389",548.0915119353,5,"14389"
"14390",446.9328824483,4,"14390"
"14391",446.9328824483,4,"14391"
"14392",217.2961496253,2,"14392"
"14393",217.2961496253,2,"14393"
"14428",217.2961496253,2,"14428"
"14429",217.2961496253,2,"14429"
"14430",217.2961496253,2,"14430"
"14431",217.2961496253,2,"14431"
"14432",217.2961496253,2,"14432"
"14433",217.2961496253,2,"14433"
"14434",217.2961496253,2,"14434"
"14435",217.2961496253,2,"14435"
"14436",217.2961496253,2,"14436"
"14437",214.4669065753,1,"14437"
"14438",214.4669065753,1,"14438"
"14439",214.4669065753,1,"14439"
"14440",214.4669065753,1,"14440"
"14441",214.4669065753,1,"14441"
"14442",214.4669065753,1,"14442"
"14443",214.4669065753,1,"14443"
"14444",214.4669065753,1,"14444"
"14445",214.4669065753,1,"14445"
"14446",214.4669065753,1,"14446"
"14447",214.4669065753,1,"14447"
"14448",214.4669065753,1,"14448"
"14449",214.4669065753,1,"14449"
"14450",214.4669065753,1,"14450"
"14451",559.4510870467,3,"14451"
"14452",2899.427461537,28,"14452"
"14453",1610.3564569573,15,"14453"
"14454",1053.8055790013,9,"14454"
"14455",428.9338151483,2,"14455"
"14456",2588.1856168123,25,"14456"
"14457",2105.0894252593,17,"14457"
"14458",2494.0296334026,23,"14458"
"14459",2490.1072685096,23,"14459"
"14460",214.4669065753,1,"14460"
"14461",214.4669065753,1,"14461"
"14462",214.4669065753,1,"14462"
"14463",214.4669065753,1,"14463"
"14464",214.4669065753,1,"14464"
"14465",214.4669065753,1,"14465"
"14466",214.4669065753,1,"14466"
"14467",214.4669065753,1,"14467"
"14468",214.4669065753,1,"14468"
"14469",214.4669065753,1,"14469"
"14470",217.2961496253,2,"14470"
"14471",3452.0799462818,40,"14471"
"14472",487.2287422353,3,"14472"
"14487",1477.8880453673,12,"14487"
"14488",1785.0807365618,16,"14488"
"14489",1606.7361110727,13,"14489"
"14490",767.0405281333,6,"14490"
"14491",214.4669065753,1,"14491"
"14492",214.4669065753,1,"14492"
"14493",214.4669065753,1,"14493"
"14494",214.4669065753,1,"14494"
"14495",716.8654750543,5,"14495"
"14496",2863.88757313943,31,"14496"
"14497",2862.67763124123,35,"14497"
"14498",214.4669065753,1,"14498"
"14499",214.4669065753,1,"14499"
"14500",597.1902862583,4,"14500"
"14501",1258.88279517433,11,"14501"
"14502",2243.10750681323,28,"14502"
"14503",3288.42980064643,45,"14503"
"14505",3332.74317362493,34,"14505"
"14506",434.8640200213,6,"14506"
"14507",649.330928632,7,"14507"
"14508",2344.0672414462,26,"14508"
"14509",2643.58650868403,28,"14509"
"14510",783.844300021,6,"14510"
"14511",217.2961496253,2,"14511"
"14512",217.2961496253,2,"14512"
"14513",326.1486896953,3,"14513"
"14514",217.2961496253,2,"14514"
"14515",217.2961496253,2,"14515"
"14516",214.4669065753,1,"14516"
"14517",214.4669065753,1,"14517"
"14518",214.4669065753,1,"14518"
"14519",545.2622688853,4,"14519"
"14520",446.9328824483,4,"14520"
"14521",446.9328824483,4,"14521"
"14522",326.1486896953,3,"14522"
"14523",217.2961496253,2,"14523"
"14524",217.2961496253,2,"14524"
"14559",217.2961496253,2,"14559"
"14560",217.2961496253,2,"14560"
"14561",217.2961496253,2,"14561"
"14562",217.2961496253,2,"14562"
"14563",217.2961496253,2,"14563"
"14564",217.2961496253,2,"14564"
"14565",217.2961496253,2,"14565"
"14566",217.2961496253,2,"14566"
"14567",217.2961496253,2,"14567"
"14568",217.2961496253,2,"14568"
"14569",214.4669065753,1,"14569"
"14570",214.4669065753,1,"14570"
"14571",214.4669065753,1,"14571"
"14572",214.4669065753,1,"14572"
"14573",214.4669065753,1,"14573"
"14574",214.4669065753,1,"14574"
"14575",214.4669065753,1,"14575"
"14576",214.4669065753,1,"14576"
"14577",214.4669065753,1,"14577"
"14578",214.4669065753,1,"14578"
"14579",214.4669065753,1,"14579"
"14580",214.4669065753,1,"14580"
"14581",214.4669065753,1,"14581"
"14582",559.4510870467,3,"14582"
"14583",2892.585194724,28,"14583"
"14584",2768.9101896398,27,"14584"
"14585",2061.5771739743,22,"14585"
"14586",214.4669065753,1,"14586"
"14587",901.4916932821,9,"14587"
"14588",2745.6120226823,28,"14588"
"14589",2371.3014231196,21,"14589"
"14590",2188.8184896754,19,"14590"
"14591",1779.6734473005,14,"14591"
"14592",214.4669065753,1,"14592"
"14593",214.4669065753,1,"14593"
"14594",214.4669065753,1,"14594"
"14595",214.4669065753,1,"14595"
"14596",214.4669065753,1,"14596"
"14597",214.4669065753,1,"14597"
"14598",214.4669065753,1,"14598"
"14599",214.4669065753,1,"14599"
"14600",214.4669065753,1,"14600"
"14601",214.4669065753,1,"14601"
"14602",217.2961496253,2,"14602"
"14603",3209.4733068846,37,"14603"
"14619",2475.09353846623,25,"14619"
"14620",1686.9959279618,17,"14620"
"14621",1609.5653541227,14,"14621"
"14622",767.0405281333,6,"14622"
"14623",214.4669065753,1,"14623"
"14624",214.4669065753,1,"14624"
"14625",214.4669065753,1,"14625"
"14626",444.1036393943,3,"14626"
"14627",2438.30175532343,25,"14627"
"14629",2759.28145567623,33,"14629"
"14630",214.4669065753,1,"14630"
"14631",214.4669065753,1,"14631"
"14632",1150.03025510433,10,"14632"
"14633",1503.1109571198,15,"14633"
"14634",3220.45382352543,46,"14634"
"14635",1373.61503364673,16,"14635"
"14637",1035.444309898,8,"14637"
"14638",434.8640200213,6,"14638"
"14639",1180.2003579272,11,"14639"
"14640",2695.9727528832,27,"14640"
"14641",2125.640266026,22,"14641"
"14642",217.2961496253,2,"14642"
"14643",217.2961496253,2,"14643"
"14644",217.2961496253,2,"14644"
"14645",217.2961496253,2,"14645"
"14646",446.9328824603,4,"14646"
"14647",214.4669065753,1,"14647"
"14648",214.4669065753,1,"14648"
"14649",214.4669065753,1,"14649"
"14650",214.4669065753,1,"14650"
"14651",545.2622688853,4,"14651"
"14652",444.1036393983,3,"14652"
"14653",446.9328824483,4,"14653"
"14654",217.2961496253,2,"14654"
"14655",217.2961496253,2,"14655"
"14690",217.2961496253,2,"14690"
"14691",217.2961496253,2,"14691"
"14692",217.2961496253,2,"14692"
"14693",217.2961496253,2,"14693"
"14694",217.2961496253,2,"14694"
"14695",217.2961496253,2,"14695"
"14696",217.2961496253,2,"14696"
"14697",217.2961496253,2,"14697"
"14698",217.2961496253,2,"14698"
"14699",214.4669065753,1,"14699"
"14700",214.4669065753,1,"14700"
"14701",214.4669065753,1,"14701"
"14702",214.4669065753,1,"14702"
"14703",214.4669065753,1,"14703"
"14704",214.4669065753,1,"14704"
"14705",214.4669065753,1,"14705"
"14706",214.4669065753,1,"14706"
"14707",214.4669065753,1,"14707"
"14708",214.4669065753,1,"14708"
"14709",214.4669065753,1,"14709"
"14710",214.4669065753,1,"14710"
"14711",214.4669065753,1,"14711"
"14712",897.2839355177,7,"14712"
"14713",2900.908712824,29,"14713"
"14714",2976.033810977,29,"14714"
"14715",1344.4289092493,12,"14715"
"14716",1625.4954391343,15,"14716"
"14717",214.4669065753,1,"14717"
"14718",1461.8582604635,12,"14718"
"14719",2219.1392161383,21,"14719"
"14720",1436.1225229983,12,"14720"
"14721",1481.6286115573,12,"14721"
"14722",848.4074923813,8,"14722"
"14723",214.4669065753,1,"14723"
"14724",214.4669065753,1,"14724"
"14725",214.4669065753,1,"14725"
"14726",214.4669065753,1,"14726"
"14727",214.4669065753,1,"14727"
"14728",214.4669065753,1,"14728"
"14729",214.4669065753,1,"14729"
"14730",214.4669065753,1,"14730"
"14731",975.9856767925,7,"14731"
"14732",217.2961496253,2,"14732"
"14733",3462.3968889818,41,"14733"
"14749",2236.33314564003,24,"14749"
"14750",1919.9125279018,18,"14750"
"14751",1804.5068101718,17,"14751"
"14752",769.8697711833,7,"14752"
"14753",214.4669065753,1,"14753"
"14754",214.4669065753,1,"14754"
"14755",214.4669065753,1,"14755"
"14756",214.4669065753,1,"14756"
"14757",335.2510993243,2,"14757"
"14758",2379.97932387823,25,"14758"
"14759",2922.16008598523,35,"14759"
"14760",214.4669065753,1,"14760"
"14761",214.4669065753,1,"14761"
"14762",214.4669065753,1,"14762"
"14763",1499.87018907433,14,"14763"
"14764",2243.10750681323,28,"14764"
"14765",2988.59292519343,41,"14765"
"14767",3421.57904648533,35,"14767"
"14768",217.2961496253,2,"14768"
"14769",590.790650386,5,"14769"
"14770",2588.32666316923,28,"14770"
"14771",2629.777889379,26,"14771"
"14772",217.2961496253,2,"14772"
"14773",217.2961496253,2,"14773"
"14774",217.2961496253,2,"14774"
"14775",217.2961496253,2,"14775"
"14776",217.2961496253,2,"14776"
"14777",444.1036394103,3,"14777"
"14778",214.4669065753,1,"14778"
"14779",214.4669065753,1,"14779"
"14780",214.4669065753,1,"14780"
"14781",214.4669065753,1,"14781"
"14782",214.4669065753,1,"14782"
"14783",323.3194466453,2,"14783"
"14784",217.2961496253,2,"14784"
"14785",217.2961496253,2,"14785"
"14786",217.2961496253,2,"14786"
"14821",217.2961496253,2,"14821"
"14822",217.2961496253,2,"14822"
"14823",217.2961496253,2,"14823"
"14824",217.2961496253,2,"14824"
"14825",217.2961496253,2,"14825"
"14826",217.2961496253,2,"14826"
"14827",217.2961496253,2,"14827"
"14828",217.2961496253,2,"14828"
"14829",217.2961496253,2,"14829"
"14830",217.2961496253,2,"14830"
"14831",214.4669065753,1,"14831"
"14832",214.4669065753,1,"14832"
"14833",214.4669065753,1,"14833"
"14834",214.4669065753,1,"14834"
"14835",214.4669065753,1,"14835"
"14836",214.4669065753,1,"14836"
"14837",214.4669065753,1,"14837"
"14838",214.4669065753,1,"14838"
"14839",214.4669065753,1,"14839"
"14840",214.4669065753,1,"14840"
"14841",214.4669065753,1,"14841"
"14842",214.4669065753,1,"14842"
"14843",2402.451587325,21,"14843"
"14844",2797.021672334,28,"14844"
"14845",2768.9101896398,27,"14845"
"14846",1344.4289092493,12,"14846"
"14847",2061.5771739743,22,"14847"
"14848",688.3970702713,6,"14848"
"14849",214.4669065753,1,"14849"
"14850",214.4669065753,1,"14850"
"14851",214.4669065753,1,"14851"
"14852",1240.2867888163,10,"14852"
"14853",1735.0194193703,14,"14853"
"14854",214.4669065753,1,"14854"
"14855",214.4669065753,1,"14855"
"14856",214.4669065753,1,"14856"
"14857",214.4669065753,1,"14857"
"14858",214.4669065753,1,"14858"
"14859",214.4669065753,1,"14859"
"14860",214.4669065753,1,"14860"
"14861",214.4669065753,1,"14861"
"14862",214.4669065753,1,"14862"
"14863",975.9856767925,7,"14863"
"14864",1580.7949112242,19,"14864"
"14865",1395.8518184643,9,"14865"
"14880",2089.15503246703,22,"14880"
"14881",2139.52183399703,22,"14881"
"14882",1899.4320854108,18,"14882"
"14883",1884.7113060944,17,"14883"
"14884",588.0878756236,5,"14884"
"14885",214.4669065753,1,"14885"
"14886",214.4669065753,1,"14886"
"14887",214.4669065753,1,"14887"
"14888",214.4669065753,1,"14888"
"14889",2379.97932387823,25,"14889"
"14891",3017.08536221153,36,"14891"
"14892",214.4669065753,1,"14892"
"14893",214.4669065753,1,"14893"
"14894",1277.9020974613,11,"14894"
"14895",2527.71904295643,29,"14895"
"14896",268.861665647,2,"14896"
"14898",2063.0687626619,15,"14898"
"14899",658.6970152943,5,"14899"
"14900",326.1486896953,3,"14900"
"14901",1384.8273295532,14,"14901"
"14902",2889.96021618671,28,"14902"
"14903",604.337302261,5,"14903"
"14904",217.2961496253,2,"14904"
"14905",217.2961496253,2,"14905"
"14906",217.2961496253,2,"14906"
"14907",217.2961496253,2,"14907"
"14908",444.1036394103,3,"14908"
"14909",214.4669065753,1,"14909"
"14910",214.4669065753,1,"14910"
"14911",214.4669065753,1,"14911"
"14912",214.4669065753,1,"14912"
"14913",214.4669065753,1,"14913"
"14914",214.4669065753,1,"14914"
"14915",323.3194466453,2,"14915"
"14916",214.4669065753,1,"14916"
"14917",217.2961496253,2,"14917"
"14952",217.2961496253,2,"14952"
"14953",217.2961496253,2,"14953"
"14954",326.1486896953,3,"14954"
"14955",217.2961496253,2,"14955"
"14956",217.2961496253,2,"14956"
"14957",217.2961496253,2,"14957"
"14958",217.2961496253,2,"14958"
"14959",217.2961496253,2,"14959"
"14960",217.2961496253,2,"14960"
"14961",214.4669065753,1,"14961"
"14962",214.4669065753,1,"14962"
"14963",214.4669065753,1,"14963"
"14964",214.4669065753,1,"14964"
"14965",214.4669065753,1,"14965"
"14966",214.4669065753,1,"14966"
"14967",214.4669065753,1,"14967"
